"STATION","NAME","DATE","PRCP","SNWD","TAVG","TMAX","TMIN"
"PLM00012424","STRACHOWICE, PL","2018-12-28","0.00",,"41","43",
"PLM00012424","STRACHOWICE, PL","2018-12-29","0.02",,"40",,
"PLM00012424","STRACHOWICE, PL","2018-12-30","0.04",,"40","44",
"PLM00012424","STRACHOWICE, PL","2018-12-31","0.22",,"35","41","32"
"PLM00012424","STRACHOWICE, PL","2019-01-01","0.00",,"42","47","32"
"PLM00012424","STRACHOWICE, PL","2019-01-02","0.04",,"34","43",
"PLM00012424","STRACHOWICE, PL","2019-01-03","0.03",,"28","33",
"PLM00012424","STRACHOWICE, PL","2019-01-04","0.09","1.2","30",,
"PLM00012424","STRACHOWICE, PL","2019-01-05","0.14",,"37","42","34"
"PLM00012424","STRACHOWICE, PL","2019-01-06","0.07",,"32","38",
"PLM00012424","STRACHOWICE, PL","2019-01-07","0.00",,"31",,"28"
"PLM00012424","STRACHOWICE, PL","2019-01-08","0.09",,"38","43","30"
"PLM00012424","STRACHOWICE, PL","2019-01-09","0.26",,"35","40","33"
"PLM00012424","STRACHOWICE, PL","2019-01-10","0.08","0.4","32","35",
"PLM00012424","STRACHOWICE, PL","2019-01-11","0.06","0.8","31",,"26"
"PLM00012424","STRACHOWICE, PL","2019-01-12","0.09",,"38","40","31"
"PLM00012424","STRACHOWICE, PL","2019-01-13","0.15",,"41",,"38"
"PLM00012424","STRACHOWICE, PL","2019-01-14","0.28",,"35","44",
"PLM00012424","STRACHOWICE, PL","2019-01-15","0.05","0.4","35",,"27"
"PLM00012424","STRACHOWICE, PL","2019-01-16","0.12",,"41","45",
"PLM00012424","STRACHOWICE, PL","2019-01-17","0.00",,"42","45","35"
"PLM00012424","STRACHOWICE, PL","2019-01-18","0.00",,"32","43",
"PLM00012424","STRACHOWICE, PL","2019-01-19","0.00","0.4","29","35",
"PLM00012424","STRACHOWICE, PL","2019-01-20","0.00",,"23",,"16"
"PLM00012424","STRACHOWICE, PL","2019-01-21","0.00",,"24","30",
"PLM00012424","STRACHOWICE, PL","2019-01-22","0.00",,"20","23",
"PLM00012424","STRACHOWICE, PL","2019-01-23","0.00","0.4","21","27",
"PLM00012424","STRACHOWICE, PL","2019-01-24","0.00","0.4","24","27","23"
"PLM00012424","STRACHOWICE, PL","2019-01-25","0.02","0.4","23","26",
"PLM00012424","STRACHOWICE, PL","2019-01-26","0.00","0.8","29","34","21"
"PLM00012424","STRACHOWICE, PL","2019-01-27","0.12","0.8","37","44","33"
"PLM00012424","STRACHOWICE, PL","2019-01-28","0.00",,"35","40","32"
"PLM00012424","STRACHOWICE, PL","2019-01-29","0.00",,"33","37",
"PLM00012424","STRACHOWICE, PL","2019-01-30","0.00",,"28","37",
"PLM00012424","STRACHOWICE, PL","2019-01-31","0.00",,"28","36",
"PLM00012424","STRACHOWICE, PL","2019-02-01","0.00",,"33",,
"PLM00012424","STRACHOWICE, PL","2019-02-02","0.00",,"43","56",
"PLM00012424","STRACHOWICE, PL","2019-02-03","0.12","0.4","33","39","31"
"PLM00012424","STRACHOWICE, PL","2019-02-04","0.47","2.0","31","35",
"PLM00012424","STRACHOWICE, PL","2019-02-05","0.00","2.0","28","38",
"PLM00012424","STRACHOWICE, PL","2019-02-06","0.00","2.0","33",,
"PLM00012424","STRACHOWICE, PL","2019-02-07","0.00","2.0","31","42",
"PLM00012424","STRACHOWICE, PL","2019-02-08","0.06","1.6","37","45",
"PLM00012424","STRACHOWICE, PL","2019-02-09","0.00",,"41","49","32"
"PLM00012424","STRACHOWICE, PL","2019-02-10","0.00",,"43","48","38"
"PLM00012424","STRACHOWICE, PL","2019-02-11","0.00",,"40","46",
"PLM00012424","STRACHOWICE, PL","2019-02-12","0.07",,"35","42",
"PLM00012424","STRACHOWICE, PL","2019-02-13","0.00",,"39","44","29"
"PLM00012424","STRACHOWICE, PL","2019-02-14","0.00",,"42","45",
"PLM00012424","STRACHOWICE, PL","2019-02-15","0.00",,"40","53","29"
"PLM00012424","STRACHOWICE, PL","2019-02-16","0.00",,"40","60",
"PLM00012424","STRACHOWICE, PL","2019-02-17","0.00",,"39","58",
"PLM00012424","STRACHOWICE, PL","2019-02-18","0.00",,"39","58","25"
"PLM00012424","STRACHOWICE, PL","2019-02-19","0.01",,"41",,"26"
"PLM00012424","STRACHOWICE, PL","2019-02-20","0.00",,"44","48","38"
"PLM00012424","STRACHOWICE, PL","2019-02-21","0.12",,"44","49","39"
"PLM00012424","STRACHOWICE, PL","2019-02-22","0.30",,"34","46",
"PLM00012424","STRACHOWICE, PL","2019-02-23","0.00",,"26","34",
"PLM00012424","STRACHOWICE, PL","2019-02-24","0.00",,"36","47",
"PLM00012424","STRACHOWICE, PL","2019-02-25","0.00",,"42","55",
"PLM00012424","STRACHOWICE, PL","2019-02-26","0.00",,"44","54",
"PLM00012424","STRACHOWICE, PL","2019-02-27","0.00",,"42","58",
"PLM00012424","STRACHOWICE, PL","2019-02-28","0.00",,"47","59",
"PLM00012424","STRACHOWICE, PL","2019-03-01","0.12",,"38","48",
"PLM00012424","STRACHOWICE, PL","2019-03-02","0.00",,"35","40",
"PLM00012424","STRACHOWICE, PL","2019-03-03","0.00",,"47","55","37"
"PLM00012424","STRACHOWICE, PL","2019-03-04","0.00",,"53","62",
"PLM00012424","STRACHOWICE, PL","2019-03-05","0.00",,"43","55","39"
"PLM00012424","STRACHOWICE, PL","2019-03-06","0.06",,"43","53","34"
"PLM00012424","STRACHOWICE, PL","2019-03-07","0.00",,"50",,
"PLM00012424","STRACHOWICE, PL","2019-03-08","0.00",,"48","56",
"PLM00012424","STRACHOWICE, PL","2019-03-09","0.00",,"45","54","40"
"PLM00012424","STRACHOWICE, PL","2019-03-10","0.20",,"44","50","37"
"PLM00012424","STRACHOWICE, PL","2019-03-11","0.19",,"37","49",
"PLM00012424","STRACHOWICE, PL","2019-03-12","0.10",,"38","47",
"PLM00012424","STRACHOWICE, PL","2019-03-13","0.00",,"43","53","37"
"PLM00012424","STRACHOWICE, PL","2019-03-14","0.02",,"44","52",
"PLM00012424","STRACHOWICE, PL","2019-03-15","0.12",,"45",,"40"
"PLM00012424","STRACHOWICE, PL","2019-03-16","0.05",,"46","52","43"
"PLM00012424","STRACHOWICE, PL","2019-03-17","0.07",,"53","68","42"
"PLM00012424","STRACHOWICE, PL","2019-03-18","0.01",,"43","58",
"PLM00012424","STRACHOWICE, PL","2019-03-19","0.00",,"39","47",
"PLM00012424","STRACHOWICE, PL","2019-03-20","0.00",,"40","51",
"PLM00012424","STRACHOWICE, PL","2019-03-21","0.00",,"46","56",
"PLM00012424","STRACHOWICE, PL","2019-03-22","0.00",,"44","54",
"PLM00012424","STRACHOWICE, PL","2019-03-23","0.00",,"53",,
"PLM00012424","STRACHOWICE, PL","2019-03-24","0.00",,"48","61",
"PLM00012424","STRACHOWICE, PL","2019-03-25","0.03",,"40","48","36"
"PLM00012424","STRACHOWICE, PL","2019-03-26","0.02",,"40","47",
"PLM00012424","STRACHOWICE, PL","2019-03-27","0.06",,"41","50",
"PLM00012424","STRACHOWICE, PL","2019-03-28","0.06",,"46","53",
"PLM00012424","STRACHOWICE, PL","2019-03-29","0.03",,"45","55",
"PLM00012424","STRACHOWICE, PL","2019-03-30","0.00",,"48","65",
"PLM00012424","STRACHOWICE, PL","2019-03-31","0.00",,"48","62",
"PLM00012424","STRACHOWICE, PL","2019-04-01","0.00",,"41","52",
"PLM00012424","STRACHOWICE, PL","2019-04-02","0.00",,"47","62","34"
"PLM00012424","STRACHOWICE, PL","2019-04-03","0.00",,"54",,
"PLM00012424","STRACHOWICE, PL","2019-04-04","0.00",,"58","70",
"PLM00012424","STRACHOWICE, PL","2019-04-05","0.00",,"60","71",
"PLM00012424","STRACHOWICE, PL","2019-04-06","0.00",,"54","65",
"PLM00012424","STRACHOWICE, PL","2019-04-07","0.00",,"51","65",
"PLM00012424","STRACHOWICE, PL","2019-04-08","0.00",,"52","67","35"
"PLM00012424","STRACHOWICE, PL","2019-04-09","0.00",,"45","62",
"PLM00012424","STRACHOWICE, PL","2019-04-10","0.00",,"42","46","39"
"PLM00012424","STRACHOWICE, PL","2019-04-11","0.00",,"40","45",
"PLM00012424","STRACHOWICE, PL","2019-04-12","0.00",,"39","44",
"PLM00012424","STRACHOWICE, PL","2019-04-13","0.12",,"39","44",
"PLM00012424","STRACHOWICE, PL","2019-04-14","0.28",,"47","58","37"
"PLM00012424","STRACHOWICE, PL","2019-04-15","0.00",,"45","56",
"PLM00012424","STRACHOWICE, PL","2019-04-16","0.00",,"46","59",
"PLM00012424","STRACHOWICE, PL","2019-04-17","0.00",,"51","66",
"PLM00012424","STRACHOWICE, PL","2019-04-18","0.00",,"54","69","35"
"PLM00012424","STRACHOWICE, PL","2019-04-19","0.00",,"56","72",
"PLM00012424","STRACHOWICE, PL","2019-04-20","0.00",,"54","70","35"
"PLM00012424","STRACHOWICE, PL","2019-04-21","0.00",,"52","67",
"PLM00012424","STRACHOWICE, PL","2019-04-22","0.00",,"52","65",
"PLM00012424","STRACHOWICE, PL","2019-04-23","0.00",,"56","67","46"
"PLM00012424","STRACHOWICE, PL","2019-04-24","0.01",,"59","71",
"PLM00012424","STRACHOWICE, PL","2019-04-25","0.00",,"65","79","49"
"PLM00012424","STRACHOWICE, PL","2019-04-26","0.00",,"67",,"50"
"PLM00012424","STRACHOWICE, PL","2019-04-27","0.00",,"52","72",
"PLM00012424","STRACHOWICE, PL","2019-04-28","0.05",,"51","58",
"PLM00012424","STRACHOWICE, PL","2019-04-29","0.51",,"50","54",
"PLM00012424","STRACHOWICE, PL","2019-04-30","0.65",,"54","67",
"PLM00012424","STRACHOWICE, PL","2019-05-01","0.00",,"54","64",
"PLM00012424","STRACHOWICE, PL","2019-05-02","0.00",,"55","64",
"PLM00012424","STRACHOWICE, PL","2019-05-03","0.00",,"48","57",
"PLM00012424","STRACHOWICE, PL","2019-05-04","0.00",,"44","57",
"PLM00012424","STRACHOWICE, PL","2019-05-05","0.17",,"43","52",
"PLM00012424","STRACHOWICE, PL","2019-05-06","0.00",,"44","55",
"PLM00012424","STRACHOWICE, PL","2019-05-07","0.00",,"46","55",
"PLM00012424","STRACHOWICE, PL","2019-05-08","0.00",,"52","64","37"
"PLM00012424","STRACHOWICE, PL","2019-05-09","0.04",,"52","58",
"PLM00012424","STRACHOWICE, PL","2019-05-10","0.18",,"51",,
"PLM00012424","STRACHOWICE, PL","2019-05-11","0.01",,"54","65","40"
"PLM00012424","STRACHOWICE, PL","2019-05-12","0.09",,"47","59",
"PLM00012424","STRACHOWICE, PL","2019-05-13","0.33",,"47","57",
"PLM00012424","STRACHOWICE, PL","2019-05-14","0.00",,"43","52",
"PLM00012424","STRACHOWICE, PL","2019-05-15","0.13",,"44","48",
"PLM00012424","STRACHOWICE, PL","2019-05-16","0.20",,"50","59",
"PLM00012424","STRACHOWICE, PL","2019-05-17","0.00",,"54",,"38"
"PLM00012424","STRACHOWICE, PL","2019-05-18","0.00",,"60","72","45"
"PLM00012424","STRACHOWICE, PL","2019-05-19","0.00",,"64","77","50"
"PLM00012424","STRACHOWICE, PL","2019-05-20","0.00",,"60","70",
"PLM00012424","STRACHOWICE, PL","2019-05-21","0.00",,"62",,"48"
"PLM00012424","STRACHOWICE, PL","2019-05-22","0.76",,"57","64",
"PLM00012424","STRACHOWICE, PL","2019-05-23","0.08",,"53","58",
"PLM00012424","STRACHOWICE, PL","2019-05-24","0.03",,"57","69",
"PLM00012424","STRACHOWICE, PL","2019-05-25","0.00",,"60","72","46"
"PLM00012424","STRACHOWICE, PL","2019-05-26","0.00",,"60","72",
"PLM00012424","STRACHOWICE, PL","2019-05-27","0.00",,"67","79","51"
"PLM00012424","STRACHOWICE, PL","2019-05-28","0.08",,"59","71",
"PLM00012424","STRACHOWICE, PL","2019-05-29","0.26",,"54","62",
"PLM00012424","STRACHOWICE, PL","2019-05-30","0.00",,"56","67","43"
"PLM00012424","STRACHOWICE, PL","2019-05-31","0.00",,"62","74","44"
"PLM00012424","STRACHOWICE, PL","2019-06-01","0.00",,"68",,
"PLM00012424","STRACHOWICE, PL","2019-06-02","0.00",,"71",,
"PLM00012424","STRACHOWICE, PL","2019-06-03","0.00",,"72",,
"PLM00012424","STRACHOWICE, PL","2019-06-04","0.00",,"73","85",
"PLM00012424","STRACHOWICE, PL","2019-06-05","0.00",,"74","85","62"
"PLM00012424","STRACHOWICE, PL","2019-06-06","0.00",,"72","83",
"PLM00012424","STRACHOWICE, PL","2019-06-07","0.00",,"65","74",
"PLM00012424","STRACHOWICE, PL","2019-06-08","0.04",,"64","74",
"PLM00012424","STRACHOWICE, PL","2019-06-09","0.00",,"67","79",
"PLM00012424","STRACHOWICE, PL","2019-06-10","0.00",,"75","87",
"PLM00012424","STRACHOWICE, PL","2019-06-11","0.00",,"79","93",
"PLM00012424","STRACHOWICE, PL","2019-06-12","0.00",,"79","92",
"PLM00012424","STRACHOWICE, PL","2019-06-13","0.00",,"69","86",
"PLM00012424","STRACHOWICE, PL","2019-06-14","0.00",,"74",,
"PLM00012424","STRACHOWICE, PL","2019-06-15","0.39",,"77","93",
"PLM00012424","STRACHOWICE, PL","2019-06-16","0.16",,"69","75",
"PLM00012424","STRACHOWICE, PL","2019-06-17","0.00",,"68","78",
"PLM00012424","STRACHOWICE, PL","2019-06-18","0.00",,"70",,
"PLM00012424","STRACHOWICE, PL","2019-06-19","0.00",,"75",,"60"
"PLM00012424","STRACHOWICE, PL","2019-06-20","0.00",,"75","87",
"PLM00012424","STRACHOWICE, PL","2019-06-21","0.00",,"68","78",
"PLM00012424","STRACHOWICE, PL","2019-06-22","0.48",,"69","80",
"PLM00012424","STRACHOWICE, PL","2019-06-23","0.00",,"69","78",
"PLM00012424","STRACHOWICE, PL","2019-06-24","0.00",,"71","86",
"PLM00012424","STRACHOWICE, PL","2019-06-25","0.00",,"78","91",
"PLM00012424","STRACHOWICE, PL","2019-06-26","0.00",,"84",,
"PLM00012424","STRACHOWICE, PL","2019-06-27","0.00",,"75","91",
"PLM00012424","STRACHOWICE, PL","2019-06-28","0.00",,"66","78",
"PLM00012424","STRACHOWICE, PL","2019-06-29","0.00",,"72","86",
"PLM00012424","STRACHOWICE, PL","2019-06-30","0.00",,"81","98","58"
"PLM00012424","STRACHOWICE, PL","2019-07-01","0.04",,"78","94",
"PLM00012424","STRACHOWICE, PL","2019-07-02","0.02",,"69","78",
"PLM00012424","STRACHOWICE, PL","2019-07-03","0.00",,"61","73",
"PLM00012424","STRACHOWICE, PL","2019-07-04","0.00",,"62","75",
"PLM00012424","STRACHOWICE, PL","2019-07-05","0.00",,"65","74",
"PLM00012424","STRACHOWICE, PL","2019-07-06","0.00",,"72","86",
"PLM00012424","STRACHOWICE, PL","2019-07-07","0.01",,"62","80",
"PLM00012424","STRACHOWICE, PL","2019-07-08","0.00",,"59",,
"PLM00012424","STRACHOWICE, PL","2019-07-09","0.00",,"61",,
"PLM00012424","STRACHOWICE, PL","2019-07-10","0.02",,"58","69",
"PLM00012424","STRACHOWICE, PL","2019-07-11","0.00",,"64","76",
"PLM00012424","STRACHOWICE, PL","2019-07-12","0.08",,"62","74",
"PLM00012424","STRACHOWICE, PL","2019-07-13","1.30",,"61","72",
"PLM00012424","STRACHOWICE, PL","2019-07-14","0.04",,"61","74",
"PLM00012424","STRACHOWICE, PL","2019-07-15","0.09",,"62","75",
"PLM00012424","STRACHOWICE, PL","2019-07-16","0.00",,"62","69",
"PLM00012424","STRACHOWICE, PL","2019-07-17","0.00",,"64","73",
"PLM00012424","STRACHOWICE, PL","2019-07-18","0.00",,"66","80","50"
"PLM00012424","STRACHOWICE, PL","2019-07-19","0.00",,"68","82","55"
"PLM00012424","STRACHOWICE, PL","2019-07-20","0.02",,"74","85",
"PLM00012424","STRACHOWICE, PL","2019-07-21","0.06",,"70","81",
"PLM00012424","STRACHOWICE, PL","2019-07-22","0.07",,"71","81",
"PLM00012424","STRACHOWICE, PL","2019-07-23","0.00",,"71","80",
"PLM00012424","STRACHOWICE, PL","2019-07-24","0.00",,"73",,
"PLM00012424","STRACHOWICE, PL","2019-07-25","0.00",,"76",,
"PLM00012424","STRACHOWICE, PL","2019-07-26","0.00",,"75","88",
"PLM00012424","STRACHOWICE, PL","2019-07-27","0.00",,"73",,
"PLM00012424","STRACHOWICE, PL","2019-07-28","0.00",,"75","88",
"PLM00012424","STRACHOWICE, PL","2019-07-29","0.00",,"78",,
"PLM00012424","STRACHOWICE, PL","2019-07-30","0.17",,"75","89",
"PLM00012424","STRACHOWICE, PL","2019-07-31","0.05",,"69","75",
"PLM00012424","STRACHOWICE, PL","2019-08-01","0.00",,"69","79",
"PLM00012424","STRACHOWICE, PL","2019-08-02","0.03",,"67",,
"PLM00012424","STRACHOWICE, PL","2019-08-03","0.00",,"65","76",
"PLM00012424","STRACHOWICE, PL","2019-08-04","0.00",,"68","80",
"PLM00012424","STRACHOWICE, PL","2019-08-05","0.00",,"68","84",
"PLM00012424","STRACHOWICE, PL","2019-08-06","0.03",,"71","82",
"PLM00012424","STRACHOWICE, PL","2019-08-07","0.00",,"71","85","61"
"PLM00012424","STRACHOWICE, PL","2019-08-08","0.06",,"71",,
"PLM00012424","STRACHOWICE, PL","2019-08-09","0.00",,"73","85","59"
"PLM00012424","STRACHOWICE, PL","2019-08-10","0.00",,"72","85",
"PLM00012424","STRACHOWICE, PL","2019-08-11","0.02",,"73","85","61"
"PLM00012424","STRACHOWICE, PL","2019-08-12","0.07",,"64","79",
"PLM00012424","STRACHOWICE, PL","2019-08-13","0.12",,"67",,"58"
"PLM00012424","STRACHOWICE, PL","2019-08-14","0.00",,"63","74",
"PLM00012424","STRACHOWICE, PL","2019-08-15","0.00",,"65","79","45"
"PLM00012424","STRACHOWICE, PL","2019-08-16","0.00",,"67",,
"PLM00012424","STRACHOWICE, PL","2019-08-17","0.00",,"67","80",
"PLM00012424","STRACHOWICE, PL","2019-08-18","0.00",,"74","90","57"
"PLM00012424","STRACHOWICE, PL","2019-08-19","0.04",,"67","84",
"PLM00012424","STRACHOWICE, PL","2019-08-20","0.04",,"66","78",
"PLM00012424","STRACHOWICE, PL","2019-08-21","1.20",,"62","71",
"PLM00012424","STRACHOWICE, PL","2019-08-22","0.08",,"63","74",
"PLM00012424","STRACHOWICE, PL","2019-08-23","0.00",,"68",,
"PLM00012424","STRACHOWICE, PL","2019-08-24","0.00",,"73","83",
"PLM00012424","STRACHOWICE, PL","2019-08-25","0.00",,"73","85",
"PLM00012424","STRACHOWICE, PL","2019-08-26","0.00",,"75","89",
"PLM00012424","STRACHOWICE, PL","2019-08-27","0.00",,"75","87","64"
"PLM00012424","STRACHOWICE, PL","2019-08-28","0.00",,"77","89","66"
"PLM00012424","STRACHOWICE, PL","2019-08-29","0.04",,"75",,"62"
"PLM00012424","STRACHOWICE, PL","2019-08-30","0.00",,"73","86","64"
"PLM00012424","STRACHOWICE, PL","2019-08-31","0.00",,"74",,
"PLM00012424","STRACHOWICE, PL","2019-09-01","0.28",,"76","92",
"PLM00012424","STRACHOWICE, PL","2019-09-02","0.13",,"61","75",
"PLM00012424","STRACHOWICE, PL","2019-09-03","0.00",,"61","72",
"PLM00012424","STRACHOWICE, PL","2019-09-04","0.00",,"66","78",
"PLM00012424","STRACHOWICE, PL","2019-09-05","0.00",,"63","74",
"PLM00012424","STRACHOWICE, PL","2019-09-06","0.00",,"59",,
"PLM00012424","STRACHOWICE, PL","2019-09-07","0.08",,"56","61",
"PLM00012424","STRACHOWICE, PL","2019-09-08","0.20",,"58",,
"PLM00012424","STRACHOWICE, PL","2019-09-09","0.29",,"60","68",
"PLM00012424","STRACHOWICE, PL","2019-09-10","0.70",,"60","69",
"PLM00012424","STRACHOWICE, PL","2019-09-11","0.00",,"61","74",
"PLM00012424","STRACHOWICE, PL","2019-09-12","0.00",,"62",,"51"
"PLM00012424","STRACHOWICE, PL","2019-09-13","0.00",,"64","74","53"
"PLM00012424","STRACHOWICE, PL","2019-09-14","0.00",,"56","66",
"PLM00012424","STRACHOWICE, PL","2019-09-15","0.00",,"60","76","43"
"PLM00012424","STRACHOWICE, PL","2019-09-16","0.00",,"59","65",
"PLM00012424","STRACHOWICE, PL","2019-09-17","0.00",,"54","63",
"PLM00012424","STRACHOWICE, PL","2019-09-18","0.04",,"51","60",
"PLM00012424","STRACHOWICE, PL","2019-09-19","0.00",,"48","57",
"PLM00012424","STRACHOWICE, PL","2019-09-20","0.07",,"49","61","37"
"PLM00012424","STRACHOWICE, PL","2019-09-21","0.00",,"55","69",
"PLM00012424","STRACHOWICE, PL","2019-09-22","0.00",,"56","72",
"PLM00012424","STRACHOWICE, PL","2019-09-23","0.00",,"58",,
"PLM00012424","STRACHOWICE, PL","2019-09-24","0.00",,"53","62","48"
"PLM00012424","STRACHOWICE, PL","2019-09-25","0.00",,"57","63",
"PLM00012424","STRACHOWICE, PL","2019-09-26","0.06",,"57","69",
"PLM00012424","STRACHOWICE, PL","2019-09-27","0.01",,"59","69",
"PLM00012424","STRACHOWICE, PL","2019-09-28","0.10",,"60","69","54"
"PLM00012424","STRACHOWICE, PL","2019-09-29","0.29",,"61","67","53"
"PLM00012424","STRACHOWICE, PL","2019-09-30","0.00",,"62","67",
"PLM00012424","STRACHOWICE, PL","2019-10-01","0.02",,"60",,
"PLM00012424","STRACHOWICE, PL","2019-10-02","0.06",,"54","66",
"PLM00012424","STRACHOWICE, PL","2019-10-03","0.13",,"46","52",
"PLM00012424","STRACHOWICE, PL","2019-10-04","0.08",,"48","54",
"PLM00012424","STRACHOWICE, PL","2019-10-05","0.11",,"47","51",
"PLM00012424","STRACHOWICE, PL","2019-10-06","0.26",,"41","51",
"PLM00012424","STRACHOWICE, PL","2019-10-07","0.00",,"38","52",
"PLM00012424","STRACHOWICE, PL","2019-10-08","0.04",,"45","54",
"PLM00012424","STRACHOWICE, PL","2019-10-09","0.21",,"55","62","50"
"PLM00012424","STRACHOWICE, PL","2019-10-10","0.04",,"52","60",
"PLM00012424","STRACHOWICE, PL","2019-10-11","0.04",,"54","60","46"
"PLM00012424","STRACHOWICE, PL","2019-10-12","0.00",,"62","72","54"
"PLM00012424","STRACHOWICE, PL","2019-10-13","0.00",,"64","75",
"PLM00012424","STRACHOWICE, PL","2019-10-14","0.00",,"62","80",
"PLM00012424","STRACHOWICE, PL","2019-10-15","0.00",,"62","76","50"
"PLM00012424","STRACHOWICE, PL","2019-10-16","0.08",,"57","68","51"
"PLM00012424","STRACHOWICE, PL","2019-10-17","0.00",,"56","69",
"PLM00012424","STRACHOWICE, PL","2019-10-18","0.00",,"56","70","43"
"PLM00012424","STRACHOWICE, PL","2019-10-19","0.00",,"54","66","43"
"PLM00012424","STRACHOWICE, PL","2019-10-20","0.00",,"57","71","44"
"PLM00012424","STRACHOWICE, PL","2019-10-21","0.00",,"58","76",
"PLM00012424","STRACHOWICE, PL","2019-10-22","0.00",,"55","70","45"
"PLM00012424","STRACHOWICE, PL","2019-10-23","0.00",,"53","58",
"PLM00012424","STRACHOWICE, PL","2019-10-24","0.00",,"58","75",
"PLM00012424","STRACHOWICE, PL","2019-10-25","0.00",,"54","69",
"PLM00012424","STRACHOWICE, PL","2019-10-26","0.00",,"56","72",
"PLM00012424","STRACHOWICE, PL","2019-10-27","0.03",,"56","73",
"PLM00012424","STRACHOWICE, PL","2019-10-28","0.21",,"44","53",
"PLM00012424","STRACHOWICE, PL","2019-10-29","0.00",,"41","45","36"
"PLM00012424","STRACHOWICE, PL","2019-10-30","0.00",,"36","44",
"PLM00012424","STRACHOWICE, PL","2019-10-31","0.00",,"29","35","23"
"PLM00012424","STRACHOWICE, PL","2019-11-01","0.00",,"36",,
"PLM00012424","STRACHOWICE, PL","2019-11-02","0.04",,"47","52","42"
"PLM00012424","STRACHOWICE, PL","2019-11-03","0.01",,"50","59","43"
"PLM00012424","STRACHOWICE, PL","2019-11-04","0.06",,"53","57","50"
"PLM00012424","STRACHOWICE, PL","2019-11-05","0.00",,"49","58",
"PLM00012424","STRACHOWICE, PL","2019-11-06","0.00",,"48","57","39"
"PLM00012424","STRACHOWICE, PL","2019-11-07",,,"44",,"33"
"PLM00012424","STRACHOWICE, PL","2019-11-08","0.00",,"43","52","34"
"PLM00012424","STRACHOWICE, PL","2019-11-09","0.00",,"45","51",
"PLM00012424","STRACHOWICE, PL","2019-11-10","0.11",,"42","48","33"
"PLM00012424","STRACHOWICE, PL","2019-11-11","0.00",,"42","49",
"PLM00012424","STRACHOWICE, PL","2019-11-12","0.28",,"44","50",
"PLM00012424","STRACHOWICE, PL","2019-11-13","0.63",,"38","43",
"PLM00012424","STRACHOWICE, PL","2019-11-14","0.39",,"39","47",
"PLM00012424","STRACHOWICE, PL","2019-11-15","0.00",,"48","54","39"
"PLM00012424","STRACHOWICE, PL","2019-11-16","0.00",,"52","62",
"PLM00012424","STRACHOWICE, PL","2019-11-17","0.00",,"51","61",
"PLM00012424","STRACHOWICE, PL","2019-11-18","0.04",,"51","59",
"PLM00012424","STRACHOWICE, PL","2019-11-19","0.00",,"42","52",
"PLM00012424","STRACHOWICE, PL","2019-11-20","0.00",,"45","54",
"PLM00012424","STRACHOWICE, PL","2019-11-21","0.02",,"48","50","46"
"PLM00012424","STRACHOWICE, PL","2019-11-22","0.00",,"48","55",
"PLM00012424","STRACHOWICE, PL","2019-11-23","0.00",,"44","52","37"
"PLM00012424","STRACHOWICE, PL","2019-11-24","0.00",,"42","53",
"PLM00012424","STRACHOWICE, PL","2019-11-25","0.00",,"41","46","35"
"PLM00012424","STRACHOWICE, PL","2019-11-26","0.00",,"43","47",
"PLM00012424","STRACHOWICE, PL","2019-11-27","0.00",,"42","52",
"PLM00012424","STRACHOWICE, PL","2019-11-28","0.00",,"48","54",
"PLM00012424","STRACHOWICE, PL","2019-11-29","0.00",,"45","51",
"PLM00012424","STRACHOWICE, PL","2019-11-30","0.00",,"35","42",
"PLM00012424","STRACHOWICE, PL","2019-12-01","0.00",,"33","42","25"
"PLM00012424","STRACHOWICE, PL","2019-12-02","0.00",,"34","40","30"
"PLM00012424","STRACHOWICE, PL","2019-12-03","0.05",,"34","38","28"
"PLM00012424","STRACHOWICE, PL","2019-12-04","0.00",,"37","46",
"PLM00012424","STRACHOWICE, PL","2019-12-05","0.00",,"31","40",
"PLM00012424","STRACHOWICE, PL","2019-12-06","0.00",,"33","42","21"
"PLM00012424","STRACHOWICE, PL","2019-12-07","0.01",,"44","50","36"
"PLM00012424","STRACHOWICE, PL","2019-12-08","0.00",,"47","50",
"PLM00012424","STRACHOWICE, PL","2019-12-09","0.00",,"46","51",
"PLM00012424","STRACHOWICE, PL","2019-12-10","0.00",,"36","45",
"PLM00012424","STRACHOWICE, PL","2019-12-11","0.00",,"28","39",
"PLM00012424","STRACHOWICE, PL","2019-12-12","0.00",,"30","40","21"
"PLM00012424","STRACHOWICE, PL","2019-12-13","0.00",,"35","41","29"
"PLM00012424","STRACHOWICE, PL","2019-12-14","0.01",,"41","44","35"
"PLM00012424","STRACHOWICE, PL","2019-12-15","0.04",,"44","50","37"
"PLM00012424","STRACHOWICE, PL","2019-12-16","0.00",,"42","49","34"
"PLM00012424","STRACHOWICE, PL","2019-12-17","0.00",,"41","52","31"
"PLM00012424","STRACHOWICE, PL","2019-12-18","0.00",,"46","54",
"PLM00012424","STRACHOWICE, PL","2019-12-19","0.00",,"41",,"33"
"PLM00012424","STRACHOWICE, PL","2019-12-20","0.00",,"51","58",
"PLM00012424","STRACHOWICE, PL","2019-12-21","0.00",,"45","51",
"PLM00012424","STRACHOWICE, PL","2019-12-22","0.06",,"40","45",
"PLM00012424","STRACHOWICE, PL","2019-12-23","0.00",,"41","45","35"
